label,x0,y0,w,h,name,img_shape_x,img_shape_y
heart,90,63,67,129,5d35f8ef-1471-4ae3-ad30-d86316051454,224,224
heart,75,59,91,95,8c6a20ca-f372-4e17-8cc6-7a4d48666c23,224,224
heart,92,73,70,115,b1d545f0-8658-4533-959f-dc32955904ca,224,224
heart,72,95,82,82,f36fee76-73c1-4064-92ed-05107d08b98c,224,224
heart,98,66,87,122,20db11bd-2bd8-46d7-b2d3-77b8d4d8ec67,224,224
heart,93,49,109,106,e4ed103a-a402-4c2a-b59d-cb9cc736e5ae,224,224
heart,89,57,82,115,97924b1a-003d-48c7-83a8-599ab86c0a56,224,224
heart,97,53,48,75,aa78c3b4-938c-4168-9840-78537016da77,224,224
heart,103,65,98,128,e2ad3d7c-e284-46df-ad80-b6d04dfda188,224,224
heart,90,73,87,124,fff50447-821b-4b72-ae91-22b0679d6d3e,224,224
heart,89,50,77,122,aecb2f65-5824-4770-ae82-2b6dc9f8905d,224,224
heart,105,63,85,95,1a4f537b-0a38-4343-b7a0-a6391625c8a4,224,224
heart,96,41,87,106,b3207c07-7b40-4208-92e3-156de1fcbbdf,224,224
heart,100,71,73,92,a25ebf61-3b03-4123-b1f2-bb846af2eca2,224,224
heart,87,64,71,134,17242c1f-c316-4f5c-b18b-386a2a06e91a,224,224
heart,78,48,84,102,7f70ea0f-7c26-4375-8ff3-03f06bd2b550,224,224
heart,85,49,73,98,5af4d243-2bbb-44c4-9a74-12893d3b4489,224,224
heart,91,65,67,83,f85835b4-bf19-4055-b3ad-82edd40cb96c,224,224
heart,89,68,75,93,49cda5b8-d41d-4b34-b25b-b92520b65ea5,224,224
heart,89,48,66,93,34e84fe0-d532-47ef-af4f-250f9ef1c020,224,224
heart,92,46,75,122,e46a2dc2-a741-4ab5-afb0-fabdbffe1ec4,224,224
heart,90,57,78,79,c45d1b54-4623-47f6-8d5c-b5ae786afcc1,224,224
heart,94,63,76,96,73ce684f-bb84-4803-9aee-665ba64f1891,224,224
heart,85,65,86,106,188dece6-09da-4166-9d7f-18c495358216,224,224
heart,86,70,71,117,2b1eb6ac-335c-406e-bcea-31dffed2e79f,224,224
heart,106,74,82,102,e3f8ceb0-1fae-424e-b049-52569a4d771a,224,224
heart,91,64,74,107,736d6bb1-8a77-40f6-a229-120d8a6263a2,224,224
heart,81,56,76,113,554d3e10-7f57-4260-8f11-4b7b51e4e70c,224,224
heart,84,63,82,100,8c4c3e98-8341-4897-ab39-6d0c92045c45,224,224
heart,75,91,72,132,c166b86a-0542-4e83-827f-4f607f44a547,224,224
heart,77,63,77,121,b8043f6e-400d-4bf3-8f4b-4a708c41ffba,224,224
heart,82,56,90,97,068e882a-df1e-4d62-92a0-9eef12024b01,224,224
heart,86,50,74,73,40f55d75-0e89-4392-a32c-84ff66530a4a,224,224
heart,79,47,91,90,d2674ad0-85b6-4c0c-ab28-366cce7c4471,224,224
heart,103,71,62,95,c280b9d2-11e9-4a0b-aca5-c92fedae05d5,224,224
heart,89,60,74,87,54e87eae-269b-4bac-a1e4-d1482d5582bd,224,224
heart,97,39,67,82,6d88bb19-eb14-46e1-b2fb-33d546f388dd,224,224
heart,79,87,90,111,d5ab7cea-a276-4b94-8de2-0cacd8d6e6da,224,224
heart,89,63,71,88,93b22d27-07ea-457d-83a7-48cdf089ac56,224,224
heart,79,61,80,45,7519dec4-fc14-4b3b-821f-e440ec83624a,224,224
heart,103,52,77,113,43614f7e-c741-455c-99fe-e5960b87c9d2,224,224
heart,100,68,63,101,a3a0a2b1-8ee6-4548-9f18-57e5d5a79d05,224,224
heart,98,75,91,87,fabcaf4a-8724-4d33-848a-541457221d89,224,224
heart,81,53,76,111,aa83f3e7-4711-40ec-934a-6ea66add2196,224,224
heart,86,73,69,63,fa91ac15-83b7-4d20-8413-39a68ca65eef,224,224
heart,95,76,63,89,80f4ae7c-9523-46ec-93ac-592415eb4748,224,224
heart,89,49,90,78,5ebf35c0-4cd3-4d17-b0a7-b2106c63b279,224,224
heart,87,65,104,99,e59245f7-7879-4452-bf2c-d986d453b5ef,224,224
heart,90,55,78,114,e52bf7c3-8ee0-493b-9b62-fa99f8aa22c9,224,224
heart,78,65,73,116,cccd0a53-db75-4d87-bf5c-d6e41ee41bb2,224,224
heart,93,68,83,91,515cf9cf-b5e9-4e7c-b926-44bd9e97607f,224,224
heart,80,57,77,90,e5ac46ea-1af8-431d-a2ed-1871463cf87b,224,224
heart,72,28,79,91,50887d14-885f-4ac8-835a-1ef293e5f882,224,224
heart,89,70,76,91,c9449bea-76b0-42e0-827b-2677f6c2f1c8,224,224
heart,70,62,84,82,a751f1c2-42de-49c0-b975-1eee40c88f43,224,224
heart,81,54,79,95,de7f40b2-741b-4345-881c-856526ec76dc,224,224
heart,84,72,67,109,aaa685a7-16f1-448e-af0f-a06867f78e1c,224,224
heart,85,81,84,92,aa60627b-bdea-45a4-ace5-67c64c813020,224,224
heart,77,84,80,91,e29b3a37-477f-462b-8894-dcfdfb9cae4a,224,224
heart,92,66,80,96,c8111e21-a740-44c9-812a-a5f9982814c8,224,224
heart,96,57,74,100,99a9fdbd-58ac-430f-a05e-0f89486bb865,224,224
heart,80,65,80,89,d7ff9878-2324-4ca8-a09d-81d98648a562,224,224
heart,87,70,95,115,d0b2d5c0-e578-4520-b3e5-da57e93498e2,224,224
heart,89,53,89,128,e4dce044-ebd8-4b56-bed0-e7ba7f837927,224,224
heart,93,78,96,109,de7f4d97-6730-4934-8b32-d979649b5389,224,224
heart,76,70,101,121,b07c2ded-6e52-40de-8559-ad7ba6e246a1,224,224
heart,78,61,90,104,bab71d24-89ad-4ae5-bbc1-4d0b6fefcc52,224,224
heart,98,57,59,104,b299e0bb-b612-47b8-9e9f-269fac434378,224,224
heart,96,66,70,88,65b970c5-56f2-441b-a533-87595d39ae5b,224,224
heart,91,57,76,80,ff71338e-e5c8-41c4-b057-e7743497665b,224,224
heart,84,75,83,95,7e44f22b-5f03-4fd8-bf9c-063a5ab6aa73,224,224
heart,94,70,77,106,47f9b094-3b65-45f9-a14c-0a96f4054f5b,224,224
heart,81,63,73,87,3732fff6-535e-4ade-9b06-165b44f3e153,224,224
heart,83,77,88,104,82511162-d2f1-4299-bb37-96355996db3f,224,224
heart,86,69,74,87,c73f658e-56e6-40c4-8f2d-d9bcf0b78628,224,224
heart,95,47,69,90,585907bf-54fa-488b-9f37-7c3822101b81,224,224
heart,94,59,80,89,42f5e5df-738c-429c-a811-93f2486dad67,224,224
heart,98,52,87,92,3cb7ea27-e85c-45a9-a5d6-185b9ec18b17,224,224
heart,93,54,85,104,9f8f0210-3d83-407a-9443-38287d043bb6,224,224
heart,92,63,102,116,a143ddc9-edc9-4684-a623-601f89f4f132,224,224
heart,94,71,82,75,cefeee67-f8a1-4615-bb27-c55d137c6eb5,224,224
heart,91,52,66,120,365ae7a6-dccd-4b94-b5af-c1c0eae5cd24,224,224
heart,89,54,83,97,5d7d6488-98b5-4e9e-8b6c-778f9025b5c6,224,224
heart,89,59,73,69,5d21cecc-051e-4ac9-aaf3-12394e3ad6ae,224,224
heart,109,65,71,107,a2ffc052-7922-4c17-8943-bf011cbb6be3,224,224
heart,91,62,89,99,bb068d57-86a8-4347-bee0-e29d59ddef6b,224,224
heart,98,77,73,107,cddc6ce3-acd9-46d2-a76f-8dae7d9245e4,224,224
heart,90,69,95,113,fc851d76-9c6c-40ec-b06c-ef7bb6820571,224,224
heart,97,60,79,89,b4af3d43-07ed-4e3c-8a32-762ed8c21cd4,224,224
heart,101,49,95,99,76487cbf-9dd3-4e1e-b2f6-57c86d408317,224,224
heart,94,49,72,127,fa90de74-1515-4fa1-860b-b98ca8f96639,224,224
heart,99,45,67,76,867bfc1d-6c67-41b3-be0c-6a8153eddc93,224,224
heart,88,67,64,84,d9c8036f-9942-4b13-b35a-1318336ec283,224,224
heart,47,89,94,65,66572a9d-0907-494b-8fe5-3d3771ab9455,224,224
heart,75,65,85,114,ebffc558-8f27-4863-b797-5dd71a9118e0,224,224
heart,79,84,86,97,2813f946-febb-4b81-8ad7-15908aa47bc1,224,224
heart,96,44,96,117,c665b581-f134-41a6-967d-53471fb97f06,224,224
heart,76,85,98,102,409068f6-5a47-4048-82ae-4a8a2a0ee711,224,224
heart,83,64,70,100,8633ac3e-65a1-4f39-8f44-f83647ac43eb,224,224
heart,91,51,75,91,9f01e063-7de5-40ac-b075-d30e47f29c60,224,224
heart,73,70,79,76,170f536e-0ccb-47fa-beea-1accce009fe7,224,224
heart,87,70,81,114,f9632d11-8abe-4cee-bda5-6586bfb8e8e6,224,224
heart,96,64,70,94,d6cfcd04-5457-4e1f-a23a-b21044d6c576,224,224
heart,76,80,84,142,6bbf5c58-7820-4031-97cd-6fbf41ab8f29,224,224
heart,54,42,79,80,e0e1e13d-5545-4aaf-aff7-1fb4267859da,224,224
heart,80,82,89,96,79cb4053-b062-4be9-8922-9585b170d8fc,224,224
heart,89,56,67,118,0b541956-cae5-4e25-b2c6-6aef1ce70173,224,224
heart,100,62,74,89,74883cfa-26e9-4435-a889-9f7eab323cf1,224,224
heart,83,62,83,104,ef4ba083-5049-4aae-a909-f44216563953,224,224
heart,52,65,83,115,410ba4b1-4c3c-467e-b58e-838ded07e266,224,224
heart,86,51,73,110,b5bff695-a9d3-49c9-b25e-a64a8956f79e,224,224
heart,79,52,85,111,6bf2fed4-9988-4a06-8cfe-c10ff4576fb1,224,224
heart,68,69,95,111,83424b71-1be1-4c9b-9f3c-9e26e4d3803f,224,224
heart,69,77,102,92,d1e1b4b2-820c-41a6-8c38-156109ea2357,224,224
heart,81,72,90,120,57991850-fa66-4289-969c-ace56618581c,224,224
heart,83,58,67,128,3478ea20-8761-4222-9c49-e738dffd4e77,224,224
heart,93,45,95,105,e9dfceb3-ae98-4e25-b1d0-e156a3064b06,224,224
heart,74,53,79,95,3df0327c-2a52-4e32-ac15-1f0d287a9744,224,224
heart,79,75,82,96,5fd71b69-86d4-4fba-bb0b-1fbfc4a58f01,224,224
heart,85,69,76,126,a53df4cc-6693-42a7-af15-fdbe00adcaa2,224,224
heart,90,68,76,108,334096d1-00c2-4288-a9d9-62b4c6ff3c47,224,224
heart,80,59,65,77,1fd55aa5-fd24-44d9-a828-0619dc944ecb,224,224
heart,94,72,80,80,64d7923f-fed4-45f7-89e0-6e5cd3942c16,224,224
heart,92,57,72,78,33103256-32f9-426f-9f6f-9963b097648d,224,224
heart,91,59,71,100,999c7ad4-22ab-440a-8298-9ddffaaecfc3,224,224
heart,84,58,89,113,a661a693-9992-4771-b490-bb293dff5fc9,224,224
heart,93,56,80,117,ee1a6bf5-ce03-4774-9090-78d185a78cc3,224,224
heart,103,56,79,96,99dc9429-ef5b-4a04-93ae-512b006e8dc4,224,224
heart,85,52,89,74,ffeab8ae-f339-40d6-96f1-f1f8c97d2cb1,224,224
heart,84,45,71,73,4ad972a8-8778-4e3a-bb42-947c55a8944c,224,224
heart,85,71,81,94,5d3ab08a-dc2c-4441-83b1-8926f46b29f7,224,224
heart,90,49,60,96,70c08cfa-8262-49e0-b965-f74b7f52daf1,224,224
heart,89,49,71,79,f26e8bc4-46d5-49c4-b6a4-015c496a2dcb,224,224
heart,86,56,75,62,25f9974d-1a95-48d4-a064-35b709a09ed9,224,224
heart,98,74,79,96,3f243895-e345-42b7-998c-2f62a77836fd,224,224
heart,79,77,85,110,463b4a57-7f69-4d11-ac6d-0b1f857d462b,224,224
heart,82,69,102,89,f9145790-db17-4006-9fc0-5e90b9347d2c,224,224
heart,94,77,104,105,c9016227-eeda-48f0-a277-92ec8e507770,224,224
heart,112,63,96,104,e9a3dd92-be28-4168-b168-774237c92ef2,224,224
heart,107,70,84,80,f6e78734-eed1-449e-9929-ec8ebd157f3a,224,224
heart,73,83,60,101,b40f6a18-fbfd-4c4f-851a-8bd09dc8fe3b,224,224
heart,77,56,79,65,d316256c-457d-433a-998f-55144131d1f7,224,224
heart,95,67,78,93,64652174-65fb-4ce7-aaca-5ce29c7e7adc,224,224
heart,85,85,84,79,8956eb86-cc5e-4ad3-a399-b8c3844356f4,224,224
heart,108,60,81,96,4848e1ef-c795-43f9-abf5-3684a918793d,224,224
heart,102,64,85,75,5ad76e11-782e-46eb-9eaa-5ce2403c5a89,224,224
heart,86,71,78,68,756312b3-4698-4011-9212-a389810fea9b,224,224
heart,94,79,76,105,bf64307b-6a83-4032-9f48-99aa0aec9e8a,224,224
heart,94,68,68,83,f1fb971a-5f8a-471d-b4b2-d69108ae6e5b,224,224
heart,82,67,81,104,c8a5645a-4d8d-4ab5-9644-e4bda9a395cb,224,224
heart,84,60,80,78,18be2116-e8dd-4c42-8c56-8f2672e35bb7,224,224
heart,89,65,81,87,fee72484-77b0-4d59-ad08-5d8f497dde99,224,224
heart,80,49,63,88,59a1ac85-63e2-427b-9f15-9321caf1c4b4,224,224
heart,92,72,80,116,562f0975-f055-40de-bc90-c12028776c0b,224,224
heart,93,63,68,90,8723b69c-3486-44c3-a3c2-41497807efc6,224,224
heart,79,55,92,105,ff659b3e-123c-4501-ab4b-be41216160ac,224,224
heart,100,64,85,101,8120278e-c508-4ff3-8685-ef441aecbd8b,224,224
heart,83,46,74,138,83219e04-36d6-435a-a51e-62cd90cb6401,224,224
heart,89,76,73,85,66ff514e-220e-4acd-97d7-1336a53feecd,224,224
heart,82,47,76,123,7e413a9c-e331-4188-999c-7cf064cb2417,224,224
heart,85,48,79,89,6ab9618a-7d03-432f-8874-8596de1bfe26,224,224
heart,81,50,55,96,5f531888-0bcd-44fa-8acb-9f5b71609c38,224,224
heart,77,68,84,104,414e4a00-bec4-4552-92d3-7e710b367869,224,224
heart,96,62,76,85,d15fd998-0f0f-44cb-850e-ead59d46a231,224,224
